Subnet;Name;IP Address;Type;NE Category;Version;Patch;Manufacturer;Timezone;Synchronization Complete At;Maintained By;Used On;Expiration Date;Create Time;Asset manager;Asset No;Purchased on;Remarks
/МР Москва/R50 Московская область;R50-141364-RT-01;10.100.177.104;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 02:41:35;;;;2017-10-26 16:50:18;;;;
/МР Москва/R50 Московская область;R50-108835-RT-01;10.101.178.218;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-02 03:18:40;;;;2017-10-26 16:50:44;;;;
/МР Москва/R50 Московская область;R50-142201-RT-01;10.100.177.157;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 02:39:04;;;;2017-10-26 16:50:49;;;;
/МР Москва/R50 Московская область;R50-142250-RT-01;10.101.178.75;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-02 02:43:06;;;;2017-10-26 16:51:05;;;;
/МР Москва/R50 Московская область;R50-141602-RT-01;10.101.177.114;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-02 03:19:04;;;;2017-10-26 16:51:19;;;;
/МР Москва/R50 Московская область;R50-141606-RT-01;10.100.177.114;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-02 03:19:04;;;;2017-10-26 16:51:35;;;;
/МР Москва/R50 Московская область;R50-141613-RT-01;10.100.177.118;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 02:42:04;;;;2017-10-26 16:51:52;;;;
/МР Центр/R33 Владимирская область;R33-601909-RT-01;10.88.177.91;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-02 03:19:40;;;;2017-10-26 16:52:33;;;;
/МР Южный/R31 Белгородская область;R31-309163-RT-01;10.85.177.18;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 02:25:34;;;;2017-10-26 16:55:36;;;;
/МР Южный/R31 Белгородская область;R31-309190-RT-01;10.85.177.23;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 02:39:34;;;;2017-10-26 16:55:51;;;;
/МР Южный/R46 Курская область;R46-306231-RT-01;10.96.178.109;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 02:40:04;;;;2017-10-26 16:56:39;;;;
/МР Центр/R37 Ивановская область;R37-153031-RT-01;10.93.177.19;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-02 02:43:03;;;;2017-10-26 16:57:35;;;;
/МР Центр/R37 Ивановская область;R37-155040-RT-01;10.93.175.54;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 02:25:33;;;;2017-10-26 16:58:16;;;;
/МР Центр/R37 Ивановская область;R37-155252-RT-01;10.93.177.55;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 02:50:04;;;;2017-10-26 16:58:30;;;;
/МР Центр/R69 Тверская область;R69-171540-RT-01;10.106.177.106;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 02:42:33;;;;2017-10-30 13:15:13;;;;
/МР Москва/R50 Московская область;R50-142210-RT-01;10.101.177.149;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 02:27:04;;;;2017-10-30 13:24:54;;;;
/МР Центр/R67 Смоленская область;R67-215806-RT-01;10.104.177.47;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-02 02:44:05;;;;2017-10-30 13:38:56;;;;
/МР Южный/R46 Курская область;R46-305540-RT-01;10.96.177.42;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-03-20 02:30:34;;;;2017-10-30 14:28:52;;;;
/МР Центр/R37 Ивановская область;R37-153030-RT-01;10.93.177.18;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 02:43:04;;;;2017-10-30 15:01:08;;;;
/МР Южный/R46 Курская область;R46-307148-RT-01;10.96.177.138;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-03-20 02:40:33;;;;2017-11-03 09:35:42;;;;
/МР Москва/R50 Московская область;R50-108800-RT-01;10.101.177.200;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 02:31:33;;;;2017-11-03 09:36:13;;;;
/МР Москва/R50 Московская область;R50-140004-RT-01;10.100.177.1;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 02:32:03;;;;2017-11-03 09:36:30;;;;
/МР Москва/R50 Московская область;R50-140014-RT-01;10.100.177.4;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 02:32:33;;;;2017-11-03 09:36:50;;;;
/МР Волга-1/R21 Чувашская Республика;R21-428010-RT-01;10.42.177.7;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-01-24 02:27:04;;;;2017-11-03 09:37:03;;;;
/МР Центр/R62 Рязанская область;R62-390509-RT-01;10.103.177.76;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2017-11-22 02:29:04;;;;2017-11-03 09:38:00;;;;
/МР Центр/R62 Рязанская область;R62-390527-RT-01;10.103.177.86;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2017-11-03 09:38:21;;;;2017-11-03 09:38:11;;;;
/МР Волга-1/R43 Кировская область;R43-613111-RT-01;10.22.177.43;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 02:33:33;;;;2017-11-03 09:38:38;;;;
/МР Волга-1/R43 Кировская область;R43-613500-RT-01;10.23.177.52;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 02:33:35;;;;2017-11-03 09:38:56;;;;
/МР Москва/R77 Москва;R77-127254-RT-01;10.92.175.221;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 02:34:03;;;;2017-11-03 09:39:26;;;;
/МР Москва/R77 Москва;R77-125627-RT-01;10.92.177.247;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 02:34:33;;;;2017-11-03 09:39:49;;;;
/МР Москва/R77 Москва;R77-123112-RT-01;10.92.178.217;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 02:34:33;;;;2017-11-03 09:40:05;;;;
/МР Москва/R77 Москва;R77-117041-RT-01;10.92.178.160;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 02:35:03;;;;2017-11-03 09:40:40;;;;
/МР Центр/R33 Владимирская область;R33-601291-RT-01;10.88.177.42;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 02:21:33;;;;2017-10-27 17:47:41;;;;
/МР Южный/R46 Курская область;R46-305047-RT-01;10.96.177.12;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 02:51:34;;;;2017-10-27 17:48:15;;;;
/МР Южный/R46 Курская область;R46-305014-RT-01;10.97.177.4;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-03-29 03:03:35;;;;2017-10-27 17:48:34;;;;
/МР Волга-1/R52 Нижегородская область;R52-607201-RT-01;10.25.177.214;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-03-20 02:29:04;;;;2017-10-27 17:49:10;;;;
/МР Центр/R32 Брянская область;R32-241007-RT-01;10.87.177.2;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 02:30:37;;;;2017-11-03 09:35:11;;;;
/МР Южный/R46 Курская область;R46-307147-RT-01;10.97.177.137;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 02:31:34;;;;2017-11-03 09:35:51;;;;
/МР Москва/R50 Московская область;R50-108807-RT-01;10.100.178.130;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 02:32:03;;;;2017-11-03 09:36:22;;;;
/МР Москва/R50 Московская область;R50-140008-RT-01;10.101.177.3;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 02:32:03;;;;2017-11-03 09:36:41;;;;
/МР Центр/R37 Ивановская область;R37-155452-RT-01;10.93.177.68;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 02:32:33;;;;2017-11-03 09:37:28;;;;
/МР Центр/R62 Рязанская область;R62-390542-RT-01;10.103.177.16;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-01-04 02:56:03;;;;2017-11-03 09:38:21;;;;
/МР Волга-1/R43 Кировская область;R43-613152-RT-01;10.23.177.44;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 02:33:34;;;;2017-11-03 09:38:48;;;;
/МР Москва/R77 Москва;R77-129323-RT-01;10.92.175.193;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 02:34:04;;;;2017-11-03 09:39:16;;;;
/МР Москва/R77 Москва;R77-127566-RT-01;10.92.177.87;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 02:34:03;;;;2017-11-03 09:39:39;;;;
/МР Москва/R77 Москва;R77-125414-RT-01;10.92.177.232;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 02:34:33;;;;2017-11-03 09:39:57;;;;
/МР Москва/R77 Москва;R77-123001-RT-01;10.92.177.169;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 02:35:03;;;;2017-11-03 09:40:13;;;;
/МР Северо-Запад/R78 Санкт-Петербург и Лен.область;R78-190700-RT-01;10.47.175.35;AR1220EV;Router;VRP5.16 V200R007C00SPCb00;ARV200R007SPH017;Huawei;UTC+00:00 Monrovia, Reykjavik;2018-06-09 10:38:34;;;;2018-03-12 09:35:09;;;;
/МР Москва/R50 Московская область;R50-140150-RT-01;10.100.177.18;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-04 02:41:03;;;;2017-11-03 09:44:51;;;;
/МР Москва/R50 Московская область;R50-140187-RT-01;10.101.177.23;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-04-09 03:20:06;;;;2017-11-03 09:45:07;;;;
/МР Москва/R50 Московская область;R50-140207-RT-01;10.100.177.26;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-04 02:25:33;;;;2017-11-03 09:45:22;;;;
/МР Центр/R37 Ивановская область;R37-153538-RT-01;10.93.177.107;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2017-11-15 02:45:34;;;;2017-10-31 11:43:39;;;;
/МР Волга-2/R56 Оренбургская область;R56-460041-RT-01;10.26.177.11;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 02:22:04;;;;2017-10-31 14:29:47;;;;
/МР Волга-2/R56 Оренбургская область;R56-460060-RT-01;10.26.178.188;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 02:43:35;;;;2017-10-31 14:30:20;;;;
/МР Волга-2/R63 Самарская область;R63-443015-RT-01;10.36.177.3;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 02:44:04;;;;2017-10-31 14:33:35;;;;
/МР Волга-2/R63 Самарская область;R63-443031-RT-01;10.36.177.7;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-02 02:44:38;;;;2017-10-31 14:33:53;;;;
/МР Волга-2/R63 Самарская область;R63-443035-RT-01;10.36.177.9;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-03-30 02:31:04;;;;2017-10-31 14:34:16;;;;
/МР Волга-2/R63 Самарская область;R63-443068-RT-01;10.37.177.17;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 02:22:33;;;;2017-10-31 14:34:53;;;;
/МР Волга-2/R63 Самарская область;R63-443100-RT-01;10.37.177.28;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 02:23:03;;;;2017-10-31 14:35:20;;;;
/МР Волга-2/R63 Самарская область;R63-443122-RT-01;10.37.177.33;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 02:23:03;;;;2017-10-31 14:35:36;;;;
/МР Волга-2/R63 Самарская область;R63-445007-RT-01;10.37.177.41;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-05-10 02:29:35;;;;2017-10-31 14:35:53;;;;
/МР Волга-2/R63 Самарская область;R63-445010-RT-01;10.36.177.42;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 02:23:33;;;;2017-10-31 14:36:09;;;;
/МР Волга-2/R63 Самарская область;R63-445013-RT-01;10.37.177.43;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 02:24:03;;;;2017-10-31 14:36:26;;;;
/МР Волга-2/R63 Самарская область;R63-445020-RT-01;10.36.177.45;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 02:45:34;;;;2017-10-31 14:36:44;;;;
/МР Волга-2/R63 Самарская область;R63-445040-RT-01;10.37.177.54;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 02:24:04;;;;2017-10-31 14:36:51;;;;
/МР Волга-2/R63 Самарская область;R63-445045-RT-01;10.37.177.56;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 02:24:34;;;;2017-10-31 14:37:12;;;;
/МР Волга-2/R63 Самарская область;R63-445054-RT-01;10.36.177.58;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 02:46:04;;;;2017-10-31 14:37:28;;;;
/МР Волга-2/R63 Самарская область;R63-445092-RT-01;10.37.177.60;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2017-10-31 14:38:14;;;;2017-10-31 14:38:07;;;;
/МР Волга-2/R63 Самарская область;R63-446002-RT-01;10.36.177.79;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2017-10-31 14:38:28;;;;2017-10-31 14:38:24;;;;
/МР Волга-2/R63 Самарская область;R63-446159-RT-01;10.36.175.11;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 02:46:04;;;;2017-10-31 14:38:42;;;;
/МР Волга-2/R63 Самарская область;R63-446160-RT-01;10.36.177.93;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 02:25:33;;;;2017-10-31 14:38:51;;;;
/МР Волга-2/R63 Самарская область;R63-446199-RT-01;10.36.175.12;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 02:27:03;;;;2017-10-31 14:39:07;;;;
/МР Волга-2/R63 Самарская область;R63-446250-RT-01;10.36.175.57;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 02:46:34;;;;2017-10-31 14:39:24;;;;
/МР Волга-2/R63 Самарская область;R63-446259-RT-01;10.36.175.14;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 02:27:33;;;;2017-10-31 14:39:40;;;;
/МР Волга-2/R63 Самарская область;R63-446303-RT-01;10.37.177.101;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-02-28 02:56:34;;;;2017-10-31 14:39:56;;;;
/МР Волга-2/R63 Самарская область;R63-446306-RT-01;10.36.177.102;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-02 02:45:06;;;;2017-10-31 14:40:13;;;;
/МР Волга-2/R63 Самарская область;R63-446436-RT-01;10.36.177.112;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 02:28:03;;;;2017-10-31 14:40:38;;;;
/МР Волга-2/R63 Самарская область;R63-446451-RT-01;10.37.177.111;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-04-19 02:52:05;;;;2017-10-31 14:40:53;;;;
/МР Волга-2/R63 Самарская область;R63-446454-RT-01;10.36.177.113;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 02:28:33;;;;2017-10-31 14:41:09;;;;
/МР Волга-2/R63 Самарская область;R63-446533-RT-01;10.36.177.116;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-02 02:45:42;;;;2017-10-31 14:41:26;;;;
/МР Волга-2/R63 Самарская область;R63-446551-RT-01;10.36.177.117;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-02 02:46:11;;;;2017-10-31 14:41:45;;;;
/МР Волга-2/R63 Самарская область;R63-446619-RT-01;10.36.175.19;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-02 02:46:04;;;;2017-10-31 14:42:04;;;;
/МР Волга-2/R63 Самарская область;R63-446869-RT-01;10.36.175.22;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-02 02:46:34;;;;2017-10-31 14:42:20;;;;
/МР Центр/R37 Ивановская область;R37-153007-RT-01;10.93.177.4;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 02:29:06;;;;2017-10-31 14:52:44;;;;
/МР Центр/R37 Ивановская область;R37-153014-RT-01;10.93.177.9;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-02 02:46:36;;;;2017-10-31 14:52:59;;;;
/МР Центр/R37 Ивановская область;R37-155412-RT-01;10.93.177.66;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-02 02:47:04;;;;2017-10-31 14:53:15;;;;
/МР Центр/R37 Ивановская область;R37-155453-RT-01;10.93.177.69;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 02:29:03;;;;2017-10-31 14:53:30;;;;
/МР Центр/R69 Тверская область;R69-171055-RT-01;10.106.177.85;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-02 02:44:04;;;;2017-10-30 13:14:42;;;;
/МР Волга-1/R52 Нижегородская область;R52-607230-RT-01;10.24.177.132;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 02:43:04;;;;2017-10-30 13:18:01;;;;
/МР Волга-1/R52 Нижегородская область;R52-607690-RT-01;10.24.177.247;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 02:43:04;;;;2017-10-30 13:38:15;;;;
/МР Центр/R67 Смоленская область;R67-214022-RT-01;10.104.177.14;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 02:43:33;;;;2017-10-30 16:23:56;;;;
/МР Волга-2/R56 Оренбургская область;R56-460008-RT-01;10.26.177.3;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 02:22:04;;;;2017-10-31 14:29:57;;;;
/МР Волга-2/R56 Оренбургская область;R56-460027-RT-01;10.26.177.7;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 02:43:34;;;;2017-10-31 14:30:06;;;;
/МР Волга-2/R56 Оренбургская область;R56-460045-RT-01;10.26.177.12;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-02 02:44:38;;;;2017-10-31 14:30:29;;;;
/МР Волга-2/R56 Оренбургская область;R56-460507-RT-01;10.26.178.9;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 02:44:04;;;;2017-10-31 14:30:45;;;;
/МР Сибирь/R55 Омская область;R55-644504-RT-01;10.66.177.75;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 02:22:34;;;;2017-10-31 14:33:09;;;;
/МР Волга-2/R63 Самарская область;R63-443026-RT-01;10.36.176.254;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-01-14 02:47:07;;;;2017-10-31 14:33:44;;;;
/МР Волга-2/R63 Самарская область;R63-443034-RT-01;10.36.177.8;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-01-21 03:09:06;;;;2017-10-31 14:34:07;;;;
/МР Волга-2/R63 Самарская область;R63-443041-RT-01;10.37.177.10;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-05-10 03:11:06;;;;2017-10-31 14:34:26;;;;
/МР Волга-2/R63 Самарская область;R63-443080-RT-01;10.37.177.22;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 02:23:05;;;;2017-10-31 14:35:12;;;;
/МР Волга-2/R63 Самарская область;R63-443117-RT-01;10.36.177.33;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 02:44:34;;;;2017-10-31 14:35:27;;;;
/МР Волга-2/R63 Самарская область;R63-445003-RT-01;10.37.177.39;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 02:45:04;;;;2017-10-31 14:35:44;;;;
/МР Волга-2/R63 Самарская область;R63-445008-RT-01;10.36.177.41;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 02:23:33;;;;2017-10-31 14:36:01;;;;
/МР Волга-2/R63 Самарская область;R63-445011-RT-01;10.36.177.43;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 02:45:04;;;;2017-10-31 14:36:17;;;;
/МР Волга-2/R63 Самарская область;R63-445015-RT-01;10.37.177.44;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 02:24:03;;;;2017-10-31 14:36:34;;;;
/МР Волга-2/R63 Самарская область;R63-445041-RT-01;10.36.177.54;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 02:45:34;;;;2017-10-31 14:36:59;;;;
/МР Волга-2/R63 Самарская область;R63-445047-RT-01;10.37.177.57;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-01-15 02:35:34;;;;2017-10-31 14:37:20;;;;
/МР Волга-2/R63 Самарская область;R63-445091-RT-01;10.36.177.60;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 02:24:33;;;;2017-10-31 14:37:59;;;;
/МР Волга-2/R63 Самарская область;R63-445352-RT-01;10.36.177.72;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 02:46:04;;;;2017-10-31 14:38:15;;;;
/МР Волга-2/R63 Самарская область;R63-446014-RT-01;10.37.177.80;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2017-12-29 02:40:34;;;;2017-10-31 14:38:33;;;;
/МР Волга-2/R63 Самарская область;R63-446180-RT-01;10.37.177.92;BM-S421-1-V;Router;VRP5.160 v2.8.20sp;;Bulat;UTC+00:00 Monrovia, Reykjavik;2018-06-03 02:27:03;;;;2017-10-31 14:38:59;;;;
